bullet_rating,bullet_wins,bullet_losses,bullet_draws,blitz_rating,blitz_wins,blitz_losses,blitz_draws,rapid_rating,rapid_wins,rapid_losses,rapid_draws,daily_rating,daily_wins,daily_losses,daily_draws
981,382,282,63,1160,382,282,63,1087,96,52,4,963,88,43,8
1213,3030,2773,84,1291,668,597,26,1319,101,96,3,1200,13,8,1
914,379,374,3,1369,1678,1611,138,1146,54,51,1,1273,36,17,0
1427,543,529,21,1712,680,685,63,1653,10,2,0,1363,11,5,0
674,0,2,0,728,35,30,1,1173,610,588,48,,,,
1330,45,30,3,1625,238,202,33,1383,5,3,0,Unrated,0,6,0
,,,,924,6,7,0,,,,,,,,
,,,,584,149,150,12,1000,26,16,2,663,0,1,0
602,4,15,1,716,48,72,9,1010,0,2,0,1005,0,1,0
721,1,2,0,1329,1216,1147,113,1474,185,153,20,,,,
2310,19027,13568,1633,2301,8375,7041,572,1537,46,44,2,1665,39,8,1
,,,,1221,1823,1779,232,,,,,1315,33,11,2
,,,,868,4,12,0,,,,,,,,
1413,183,133,6,1657,1066,971,77,1804,329,224,31,941,1,5,0
,,,,1103,171,137,18,920,8,2,0,1075,20,16,0
,,,,1111,398,376,17,1088,2786,2833,245,1146,1,3,0
,,,,910,81,82,7,,,,,1319,2,0,0
1671,7099,6573,328,1875,19603,19082,1591,1177,0,14,0,,,,
419,0,4,0,917,2306,2302,38,,,,,871,9,8,0
1423,2247,2133,116,1587,650,587,55,,,,,,,,
1331,239,197,19,1337,3127,3078,203,1207,21,20,3,Unrated,0,1,0
1003,0,2,0,1217,5093,5192,213,1224,84,89,6,Unrated,0,1,0
1134,635,741,25,1457,1045,1202,48,1485,5,2,1,,,,
,,,,1064,0,1,1,,,,,1165,27,45,0
781,1,8,0,1081,222,213,12,1526,72,79,2,937,0,2,0
939,29,27,1,1150,291,272,17,756,0,2,0,1384,27,7,1
764,3,7,0,546,165,194,15,,,,,,,,
1150,30,132,2,1334,1519,2699,111,1683,477,760,64,,,,
1221,233,192,13,1304,1151,1090,95,992,1,0,0,,,,
309,14,21,0,,,,,,,,,920,6,23,0
1316,93,67,11,1372,89,95,12,,,,,1258,0,1,0
1163,1,0,0,883,60,57,3,1073,30,27,1,1128,63,65,1
,,,,702,171,175,26,446,0,2,0,903,2,1,0
1505,61,46,2,1688,3613,3526,176,,,,,,,,
1161,51,34,6,1391,115,95,10,1250,2,1,0,,,,
507,8,20,2,891,218,197,18,765,22,28,1,,,,
,,,,1510,1158,1461,105,,,,,1876,123,45,20
795,1,2,0,1142,269,268,23,1194,9,6,0,,,,
1725,867,762,49,1803,493,400,27,1621,26,14,1,1494,8,2,1
975,151,166,5,1429,754,714,58,1615,1029,902,104,1046,1,1,0
1703,1138,1166,91,1539,1492,1675,103,,,,,,,,
,,,,611,22,55,14,827,6,5,2,,,,
659,0,5,0,1400,132,75,9,1530,114,91,7,1196,1,2,0
1506,15,9,1,1882,199,119,20,,,,,,,,
,,,,1869,216,197,30,,,,,,,,
629,2,6,0,1321,1300,1244,38,1445,503,444,29,1208,8,3,0
,,,,,,,,,,,,Unrated,1,5,0
1735,4847,4579,420,1663,312,260,36,2055,7,1,0,1121,1,0,0
,,,,1607,11,2,2,,,,,,,,
,,,,722,0,3,0,1033,95,179,13,1465,116,93,8
,,,,608,25,37,4,,,,,,,,
1104,44,68,3,1420,750,620,93,1132,10,5,4,1390,4,3,0
1083,6,9,0,1493,6,2,0,1397,1,0,0,,,,
876,19,24,1,949,202,220,31,679,10,26,1,745,60,189,1
,,,,713,228,279,3,1203,14,13,0,,,,
,,,,,,,,,,,,,,,
882,0,2,0,750,19,40,0,795,2,15,1,,,,
,,,,628,1,1,2,,,,,,,,
904,0,2,0,,,,,,,,,,,,
772,15,15,1,689,182,180,24,619,0,1,1,,,,
670,50,57,1,1073,367,344,34,1158,3,2,1,1116,2,1,1
,,,,1342,2708,2682,132,,,,,1503,636,622,95
1022,0,1,0,1483,8,3,0,,,,,,,,
1578,191,182,6,1859,814,698,79,1403,16,14,2,1569,83,44,7
636,15,20,0,644,111,122,11,,,,,852,4,10,0
1237,14,21,1,1561,551,443,46,1318,9,6,0,938,3,5,0
591,4,11,0,836,85,75,6,1100,4,6,0,Unrated,1,0,0
1390,1,0,0,1470,174,158,13,,,,,,,,
793,5,18,0,1159,270,274,22,1277,147,131,25,1710,78,6,3
781,0,2,0,888,1,2,0,868,0,1,0,Unrated,0,1,0
1331,1,0,0,,,,,1293,1,1,0,941,0,4,0
1085,165,180,5,1102,127,179,7,914,0,2,0,1161,4,9,0
1968,2206,2958,241,2173,2050,2272,170,1374,1,0,0,,,,
,,,,657,67,88,5,714,81,84,2,968,2,2,0
,,,,1347,11,7,1,1190,9,11,0,1694,41,2,0
1193,227,210,9,1255,652,610,39,1411,41,26,2,1412,22,15,3
,,,,1477,1074,1018,83,1491,114,79,13,1483,36,11,2
1082,77,77,3,1278,456,420,36,1327,114,72,5,,,,
759,32,28,1,1044,614,598,38,930,99,80,9,746,27,31,0
840,2,7,0,655,27,41,1,720,7,20,9,598,0,8,0
,,,,,,,,,,,,,,,
1027,5,8,0,1252,173,176,6,1153,8,9,0,Unrated,0,8,0
1006,1,0,0,1086,67,58,7,1673,3,7,0,Unrated,0,1,0
972,120,213,6,1324,831,802,40,1358,26,22,1,1428,14,13,0
,,,,1330,113,96,4,1000,2,2,0,827,0,1,0
972,1,1,0,1290,1728,1643,79,954,40,34,2,1105,9,8,0
610,19,47,2,1544,129,77,10,1522,60,34,9,Unrated,1,0,0
1350,2,1,0,1750,597,514,75,1724,9,12,3,1692,10,4,0
1756,6479,7088,444,2002,3608,3901,393,1902,316,273,29,1054,0,1,0
713,0,2,0,654,134,144,5,735,0,2,0,,,,
1641,976,918,76,1831,8367,8628,966,1664,54,31,4,1703,67,34,5
,,,,1804,3,0,0,,,,,,,,
1435,14,5,0,1409,164,168,13,1307,149,117,24,1200,1,0,1
1261,1,1,0,1292,101,144,8,1621,6,5,0,1540,2049,1756,147
1129,9020,8770,333,1426,2010,1949,159,1150,1,2,0,1296,4,1,0
2310,34,27,6,2369,131,51,21,,,,,,,,
1637,329,248,7,1779,425,365,32,1645,0,1,0,,,,
920,25,29,1,1336,74,75,3,1484,9,3,0,,,,
747,1,5,0,1136,231,222,23,953,1,1,0,,,,
1555,20,10,2,1988,855,223,45,1249,1,1,1,,,,
1463,244,216,14,1745,383,389,33,1020,0,1,0,950,2,7,0
,,,,1500,232,211,14,,,,,,,,
459,2,9,0,806,441,461,19,1041,15,22,2,1155,0,1,0
,,,,1210,6,6,0,,,,,,,,
1533,72,38,5,1685,71,33,5,,,,,,,,
974,9,9,0,1187,756,831,60,994,10,15,1,,,,
828,68,61,1,873,858,847,51,736,6,14,0,540,0,2,0
,,,,1229,89,120,7,1000,1,0,0,1707,6,0,0
543,107,130,2,777,666,656,57,673,13,15,0,894,16,14,1
1465,564,459,22,1295,356,300,23,1385,6,3,0,,,,
,,,,263,1,12,0,,,,,,,,
1134,2214,2287,138,1458,807,760,59,1287,11,4,0,1432,20,2,1
,,,,1106,1249,1200,127,,,,,,,,
1419,103,88,5,1589,809,821,75,1535,72,101,14,597,0,2,0
,,,,1062,22,7,2,933,1,1,0,,,,
,,,,1642,405,344,49,800,1,0,0,,,,
928,0,2,0,1158,25,22,0,2033,8,0,0,1370,6,4,0
1509,7,3,0,1695,152,91,7,,,,,1335,81,121,3
352,0,3,0,932,1347,1404,107,813,18,17,1,,,,
,,,,,,,,1031,16,15,0,963,3,1,0
505,105,122,1,1213,244,210,13,1487,1,0,0,1731,598,293,103
,,,,692,5,11,0,,,,,,,,
1254,0,1,0,1237,293,287,24,,,,,1249,213,271,14
1116,163,131,8,1360,27,11,0,,,,,,,,
1026,30,18,0,1437,6,16,2,1538,14,4,1,1733,433,124,26
1219,11,27,2,1294,42,44,10,1504,4,3,0,1156,2,4,2
800,0,2,0,685,1,4,0,759,2,2,0,,,,
,,,,819,39,76,0,,,,,1200,0,1,0
,,,,797,156,153,34,929,5,22,1,,,,
981,36,39,2,1326,456,426,14,1174,435,343,24,1363,3,4,0
1235,4,5,1,869,108,147,12,,,,,,,,
1552,464,400,35,1768,80,38,13,1625,11,7,1,1630,35,11,3
936,0,1,0,885,39,31,6,,,,,,,,
2157,1011,1289,170,2350,494,514,108,,,,,,,,
1229,1,1,0,1087,379,370,18,1140,268,185,12,1114,636,279,19
,,,,416,2,12,1,1081,1,0,0,,,,
852,151,76,5,1131,412,113,20,1105,29,6,2,1079,4,1,0
,,,,1781,90,82,7,,,,,,,,
,,,,1496,1741,1684,94,1682,162,124,10,1165,2,2,0
,,,,941,54,65,0,,,,,,,,
770,0,1,1,,,,,,,,,,,,
,,,,1363,18,18,0,1881,48,14,2,1705,165,55,8
773,1,1,1,1020,18,17,1,1341,329,288,16,,,,
826,5,12,0,1157,224,256,22,,,,,,,,
1250,76,72,2,1609,222,158,22,1626,621,477,73,1442,173,123,16
1062,0,1,0,419,15,44,1,746,108,112,8,718,0,6,0
577,3,6,1,654,46,71,4,962,48,40,8,,,,
,,,,1781,50,41,4,1483,1,0,0,,,,
,,,,1000,1014,972,84,,,,,,,,
686,2,4,0,1129,46,37,4,1530,9,3,0,1208,1,0,0
726,6,8,0,779,96,106,8,1077,8,7,2,1029,0,1,0
,,,,1173,52,57,2,1255,4,0,0,,,,
1912,678,528,56,1801,445,319,43,,,,,,,,
531,0,2,0,628,52,60,3,850,112,93,5,Unrated,1,1,0
735,11,16,0,751,13,14,2,1095,9,6,1,1070,0,4,0
718,0,4,0,378,6,29,2,,,,,698,0,5,0
1316,1,0,0,1322,223,258,13,1424,1,2,0,1439,31,5,0
1286,507,493,23,1402,357,349,23,1400,43,50,3,,,,
746,15,16,0,815,296,304,19,,,,,,,,
,,,,,,,,,,,,1530,291,159,37
,,,,660,147,150,8,1227,2,0,0,,,,
1149,92,144,9,1399,8,16,2,1580,448,440,66,,,,
,,,,784,9,29,3,,,,,,,,
,,,,759,14,14,1,1246,50,40,11,1108,1,3,0
,,,,1111,11,12,0,1380,139,107,17,1548,18,6,2
933,2,5,0,789,35,48,0,1126,7,12,1,886,6,19,0
,,,,1396,188,202,12,1263,5,5,1,,,,
1124,75,85,4,1703,4373,4779,343,1418,37,24,2,1634,11,14,0
,,,,1542,4676,4582,362,736,1,2,0,1415,14,17,1
,,,,,,,,1597,32,37,7,,,,
,,,,805,18,27,0,837,150,144,4,,,,
1039,0,1,0,1204,198,187,17,1229,28,11,2,,,,
1042,0,1,0,626,7,18,3,,,,,,,,
1078,0,1,0,800,0,2,0,1006,21,36,2,1350,30,36,2
1226,154,108,7,1285,824,768,51,1221,29,16,3,900,8,16,1
1412,490,420,22,1901,1370,1294,129,1431,38,24,4,,,,
768,2,3,0,577,369,429,2,,,,,,,,
,,,,1279,302,264,11,,,,,1345,2,0,0
1309,208,182,12,1214,4198,4162,408,971,1,0,0,800,0,1,0
1031,6,4,0,1015,6,6,0,,,,,,,,
911,0,3,0,953,399,411,17,,,,,Unrated,0,1,0
1810,176,121,9,1917,238,213,29,1394,9,0,0,1938,75,6,16
,,,,938,40,46,12,1049,22,37,8,849,28,48,6
,,,,846,8,13,1,1031,7,10,0,1261,87,59,0
1078,1,3,0,1553,1004,929,49,1560,5,1,0,,,,
477,2,13,0,549,3,16,1,903,1,1,0,,,,
806,8,22,0,1119,169,211,9,958,0,1,0,,,,
1497,4,2,0,1387,14,10,1,,,,,,,,
1126,14,8,0,1247,95,85,0,1117,2,3,0,1486,19,29,1
673,20,27,0,1171,1727,1693,133,1148,15,14,0,1167,13,10,1
1239,68,50,1,1747,371,313,46,1418,49,41,6,1224,6,1,1
1470,1778,1676,71,1621,1298,1187,98,,,,,1766,23,6,0
1164,126,122,8,1813,3512,3374,351,1611,1,2,0,,,,
,,,,971,2,2,0,,,,,,,,
,,,,820,4,7,0,841,0,1,0,1145,1,0,0
,,,,731,390,388,12,937,189,179,4,629,0,1,0
800,0,3,0,917,3,10,0,1246,15,30,2,1085,88,124,6
1263,4,10,0,2505,31,10,1,1439,28,29,4,1833,1,0,0
582,13,16,0,861,500,460,41,738,2,3,0,694,0,2,0
1032,2,2,1,1575,723,679,109,1656,85,56,10,989,2,2,0
,,,,1541,770,789,94,,,,,,,,
843,0,1,0,913,101,76,10,1043,1,1,1,,,,
921,2,8,0,1306,177,133,15,1257,188,146,19,1336,0,6,2
,,,,1147,3,0,0,,,,,,,,
,,,,1411,10,5,0,,,,,980,0,3,0
891,7,12,0,1174,422,385,32,1332,24,18,3,1349,2014,2246,118
849,10,10,0,1041,1216,1194,40,965,15,4,1,1156,2,0,0
,,,,1093,97,68,13,,,,,,,,
429,0,7,0,1000,3,4,2,797,1,3,0,1062,15,4,0
779,84,52,0,1141,455,384,31,1264,92,67,6,1326,113,116,8
1406,538,511,24,1463,550,556,33,,,,,,,,
1111,27,19,0,1551,667,571,50,1399,7,9,0,1403,2,1,0
1522,92,53,3,1938,815,435,66,1455,7,0,1,,,,
,,,,950,4,4,0,,,,,,,,
936,0,1,0,1344,1117,1157,152,,,,,,,,
1523,789,717,35,1484,2277,2185,208,1917,34,2,1,1401,2,0,0
621,4,8,0,873,532,556,42,1267,4,0,0,Unrated,0,1,0
531,1,9,0,887,19,56,1,,,,,,,,
671,1071,1057,4,802,723,723,30,782,1,1,0,,,,
862,10,21,0,1078,901,908,102,1231,106,113,19,1183,2,1,1
581,0,10,0,867,14,15,0,1047,67,79,4,1249,51,56,1
938,61,43,1,1050,604,579,62,894,11,15,2,,,,
,,,,874,0,2,0,,,,,,,,
,,,,1910,3793,3521,295,,,,,,,,
,,,,2353,154,51,9,2259,105,30,16,,,,
,,,,641,256,258,15,,,,,,,,
1512,176,171,14,1667,230,218,46,1596,345,384,58,1625,141,127,22
740,2,5,0,692,23,17,2,,,,,,,,
1304,157,95,3,1504,1097,1006,65,1619,100,46,2,1446,434,440,52
729,3,15,0,1072,427,485,24,,,,,,,,
1209,535,589,32,1587,402,385,58,1867,67,56,15,1890,415,284,83
,,,,1110,33,18,0,1094,3,3,0,,,,
1593,4,1,0,1551,91,42,8,,,,,1499,653,415,86
1621,3825,3469,351,1715,1599,1419,154,1409,11,10,1,1695,237,222,37
864,2,6,0,1080,172,184,15,1192,3,0,1,,,,
708,166,214,7,1002,587,934,89,826,4,12,2,1096,1,0,0
621,4,11,0,590,82,91,5,474,4,11,2,,,,
1503,4600,4019,198,1846,2246,1522,136,1607,22,12,1,1567,182,127,8
1614,32,20,2,1683,103,83,8,1685,71,50,14,1877,548,373,101
,,,,736,195,214,14,,,,,,,,
1065,41,31,3,1413,35,30,3,,,,,,,,
561,0,2,0,1126,153,146,10,,,,,,,,
1814,17339,19838,579,2015,14519,16679,994,1507,5,6,0,1111,0,1,0
1538,909,1011,19,1717,1410,1232,70,1581,30,18,2,1397,17,23,0
380,0,6,0,612,1,6,0,636,1,3,2,792,0,2,0
735,37,36,0,939,17,9,0,,,,,,,,
611,12,12,0,760,467,489,21,961,51,35,8,Unrated,0,2,0
2546,1250,978,114,2712,589,469,83,,,,,,,,
1498,595,493,45,1512,595,493,45,,,,,,,,
815,0,2,0,768,35,39,3,,,,,,,,
1218,10,9,1,952,1,0,1,,,,,,,,
817,6,13,1,762,5,16,2,980,0,1,1,1000,1,0,0
963,2,7,2,586,1,14,0,,,,,922,1,4,0
,,,,795,0,3,0,749,1,8,0,Unrated,0,1,0
2000,297,210,34,1906,346,305,65,1507,1,0,0,1304,105,167,16
,,,,896,0,1,0,1157,50,23,2,,,,
861,0,1,0,822,19,20,1,984,3,3,0,,,,
978,73,80,6,1345,128,120,8,1150,53,45,2,1042,2,4,0
1196,639,597,23,1209,1696,1641,79,1139,133,88,9,1318,35,17,0
1761,494,295,19,1707,312,229,24,1264,5,4,3,1145,33,36,0
,,,,804,135,144,11,984,2,3,0,,,,
1325,3,0,0,985,5,6,2,1297,264,246,28,1200,1,1,0
1846,626,281,17,1974,536,255,28,1156,1,1,0,1547,152,107,7
278,2,12,0,1133,1026,1001,30,1179,137,112,12,,,,
1208,511,444,22,1367,1233,1190,103,,,,,,,,
1211,717,904,29,1817,82,32,3,1594,3,1,1,1874,352,166,203
559,1,3,0,1555,1765,1762,449,1276,10,8,2,,,,
1172,1,2,0,1448,1537,1558,88,,,,,,,,
,,,,1471,0,2,0,,,,,,,,
430,0,2,0,,,,,747,8,12,0,,,,
802,80,57,4,777,52,49,2,697,4,4,0,800,1,0,0
1058,0,1,0,839,0,3,0,1205,21,39,2,1048,0,2,0
1950,13657,13923,499,1966,4647,4857,270,,,,,,,,
1673,786,724,69,1628,948,862,97,1337,25,23,1,,,,
,,,,1070,804,778,58,,,,,,,,
,,,,507,3,13,0,814,1,1,0,,,,
503,1630,2999,28,833,2715,3645,200,975,197,272,32,764,79,181,1
836,2,3,0,1037,177,139,22,719,0,2,0,,,,
1309,1,0,0,1315,1355,1114,77,1486,488,280,24,1388,41,62,4
,,,,919,37,49,3,,,,,1064,2,2,0
800,1,2,1,746,4,3,0,1000,12,3,1,,,,
1796,11,3,0,2125,222,177,20,1724,20,6,0,,,,
1085,614,580,9,1111,1910,1792,136,1205,7,4,0,1216,383,350,18
1415,1510,1499,71,1534,2157,2124,164,1602,22,23,3,1669,28,32,3
1661,178,99,9,1739,1241,1178,134,1691,321,258,37,1324,17,14,1
900,114,79,1,1082,4404,4622,300,,,,,,,,
2401,317,306,33,2469,184,156,32,1658,2,3,0,2143,24,1,5
827,1,7,0,955,0,6,0,1074,1,6,0,,,,
1153,193,184,4,1351,768,703,44,962,1,0,0,800,0,1,0
889,9,11,0,1577,3542,3583,204,1531,112,84,7,Unrated,0,1,0
447,51,57,1,1064,338,327,14,1353,155,118,6,992,2,7,1
351,20,32,0,674,80,103,2,,,,,1008,2,1,2
1206,1084,878,30,1251,1864,1554,62,1249,637,153,6,1497,4,0,0
,,,,1327,1,0,0,1227,0,1,0,1272,41,38,3
,,,,1658,469,418,36,,,,,,,,
1227,3,3,1,1191,169,157,15,1391,502,472,31,1379,95,78,7
1290,154,161,4,1602,522,436,32,964,19,28,1,1718,88,62,8
,,,,1162,1,1,0,1156,13,14,3,,,,
,,,,1326,102,75,7,,,,,,,,
321,0,4,0,598,175,185,7,,,,,Unrated,0,1,0
1211,4,2,0,1758,2569,1961,248,1108,7,9,1,1559,210,109,11
834,2,3,0,928,36,30,2,949,32,30,4,929,0,1,0
,,,,1002,173,203,21,1208,10,3,4,1177,13,3,0
,,,,1169,2,0,0,,,,,,,,
1411,240,250,13,1702,995,887,81,1773,208,124,22,1930,127,39,24
,,,,1070,33,29,0,1069,2,1,0,,,,
756,797,817,7,1094,2550,2621,119,,,,,,,,
,,,,613,17,24,2,1121,2,0,1,,,,
1061,86,66,1,1278,326,295,15,,,,,1037,2,8,0
734,0,2,0,1031,621,609,35,,,,,838,0,2,0
2228,1570,1045,180,2335,366,292,60,,,,,1930,4,0,0
,,,,,,,,1598,19,9,0,1484,760,614,90
953,879,864,31,1342,225,192,15,1440,5,4,0,1346,1,0,0
802,21,24,0,935,77,92,4,1514,225,219,16,1386,94,119,11
942,0,1,0,1468,1589,1613,152,1506,56,55,8,1725,31,16,3
859,26,34,0,1317,538,465,18,1176,3,10,1,1612,62,28,4
,,,,778,214,255,17,1430,5,0,1,875,1,2,0
1192,11,6,0,,,,,,,,,,,,
,,,,1027,46,68,3,,,,,,,,
1029,468,430,6,975,275,240,15,1160,319,214,24,,,,
,,,,960,5685,5888,362,972,3,1,0,719,0,1,0
1646,29,15,1,1770,44,11,2,1660,73,45,6,1136,0,2,0
,,,,1453,7,2,0,1465,2,2,1,1180,0,0,1
,,,,,,,,973,1,0,0,1186,14,19,0
1450,11126,12629,642,1587,4137,4061,410,1462,24,51,3,1471,10,1,0
1884,177,227,9,2149,1328,1290,180,1484,34,32,2,1518,44,70,5
,,,,883,42,39,0,,,,,,,,
1193,9,6,0,1908,113,43,8,,,,,1408,16,35,2
,,,,1006,0,1,0,,,,,,,,
1462,4660,4523,126,1701,810,831,77,,,,,1757,36,18,4
751,1,3,0,813,249,240,21,971,0,1,0,921,0,3,0
813,0,1,0,602,34,54,4,,,,,605,0,8,0
1384,2473,2362,120,1613,590,475,40,1308,3,4,0,1526,2,0,0
859,0,6,0,1071,20,48,1,1248,1,1,0,1234,57,95,4
934,0,3,0,1069,1345,1268,186,1080,0,1,0,1095,0,1,0
1160,0,1,0,872,2,10,0,1154,44,45,4,1161,191,387,16
851,0,3,0,891,260,241,29,619,0,4,0,,,,
507,1,3,0,627,51,54,4,957,41,40,3,,,,
1432,464,369,37,1416,359,300,30,1411,274,194,22,1368,17,1,0
689,0,11,2,1278,510,486,48,1227,35,49,4,1291,135,179,18
,,,,558,5,9,0,1089,1,1,0,667,2,10,1
1384,603,541,24,1369,458,411,43,1561,8,4,1,1778,107,41,10
,,,,1518,17,7,0,1166,0,1,0,,,,
1037,99,96,2,1174,100,124,7,1156,20,9,0,580,9,23,0
,,,,2203,14,2,0,,,,,,,,
1792,1439,1093,74,2065,3024,1989,212,2013,8,3,1,2229,213,44,8
,,,,960,5,8,0,1061,491,484,22,1370,149,130,9
1720,3479,3117,369,1817,7620,7210,867,654,0,2,0,1262,3,0,0
1357,52,46,2,1754,6323,5880,484,1628,1206,1072,150,1757,456,275,98
907,2,3,0,1012,11,12,1,1063,73,57,4,,,,
638,0,1,0,512,1,12,0,,,,,Unrated,3,5,0
1807,2335,1976,191,1800,2235,1871,190,1710,45,27,6,1903,282,63,23
908,11,13,0,1044,23,19,3,,,,,1400,10,2,0
907,225,235,9,751,177,205,15,978,52,70,5,647,174,294,5
1055,1,1,0,1223,58,48,3,1224,198,95,5,,,,
1267,886,819,11,1391,1571,1446,74,864,0,1,0,1518,52,24,2
466,0,5,0,960,485,473,56,770,5,13,0,796,0,2,0
1324,3,2,0,2090,12,6,1,,,,,,,,
1078,9,11,0,1370,93,76,4,1397,9,12,1,1757,338,276,44
367,0,2,0,582,2,4,0,,,,,Unrated,0,1,0
,,,,460,247,299,18,987,1,2,0,,,,
835,7,6,0,1054,369,331,20,1037,9,8,0,1521,3,2,0
1169,42,5,0,1106,27,8,1,1032,147,58,13,,,,
1806,5130,4451,269,1918,10464,9415,827,1706,376,320,58,1346,1,2,0
1142,33,21,1,1146,434,366,39,1199,4,0,0,,,,
1222,186,169,15,1632,3189,2920,344,1222,5,0,0,1311,18,0,0
1459,340,605,34,1450,51,118,6,1356,6,74,0,1674,79,61,18
1534,3498,3607,170,1832,2058,1796,158,1619,43,29,3,1604,101,69,13
1104,36,37,2,1204,302,289,32,,,,,1200,9,4,0
,,,,,,,,,,,,,,,
1028,1,3,0,849,5,6,0,866,1,4,0,,,,
1022,0,1,0,1114,5,3,0,,,,,,,,
,,,,1309,5,3,0,,,,,,,,
1771,466,367,15,1774,374,260,14,1675,51,20,3,1448,33,15,9
357,1,8,0,708,347,346,45,,,,,,,,
,,,,800,1,2,0,,,,,,,,
,,,,710,10,10,3,893,1,0,0,,,,
,,,,805,0,3,0,961,396,447,8,1173,86,116,2
1386,1626,1612,52,1723,508,478,36,1744,25,16,0,1742,176,59,15
,,,,940,3,7,1,,,,,854,2,6,0
1184,3,1,0,1423,93,95,4,834,2,3,0,947,0,1,0
957,16,23,2,1109,340,393,28,1174,21,22,2,1377,160,162,24
811,45,41,0,904,464,465,39,,,,,920,1,3,0
798,29,23,0,940,285,307,16,,,,,,,,
1358,15659,16008,660,1825,2424,2379,203,1740,205,202,29,1732,1005,494,67
522,0,2,0,775,12,12,0,1184,484,447,24,,,,
458,601,676,5,554,250,346,19,709,5,8,0,724,0,2,0
916,1141,1310,16,1021,546,669,31,1526,116,127,8,1471,26,83,0
,,,,1265,1125,1199,93,1435,19,17,0,1129,2,0,0
911,360,361,8,1098,951,954,43,,,,,,,,
1214,295,245,15,1400,159,142,12,1579,11,3,0,1520,6,0,0
,,,,1231,0,1,1,,,,,1370,579,579,28
1969,707,449,31,2020,372,202,21,1994,11,6,0,,,,
1013,232,257,8,1168,705,774,51,1517,37,33,2,1644,147,74,29
1348,1422,2419,47,990,1701,2750,168,1434,225,205,20,1381,137,135,13
1792,688,467,34,1942,2492,2224,224,1818,1368,1184,131,1557,107,74,4
558,4,9,0,595,316,323,20,650,12,16,1,,,,
1024,1091,1052,17,1263,2841,2807,156,,,,,1246,8,6,0
1367,542,503,10,1480,405,354,36,,,,,1631,177,69,9
1106,7,8,0,1118,7,12,1,,,,,999,27,117,0
623,65,110,4,847,458,504,20,1281,2,0,0,911,1,4,0
1167,85,73,3,1427,129,103,13,1398,76,54,2,1175,3,5,1
1262,1,1,0,1023,846,886,53,,,,,,,,
,,,,1279,3,0,0,1113,1,1,0,826,0,2,0
1440,41,37,6,1358,29,36,9,1353,10,9,2,1311,270,292,29
538,2,7,0,791,10,20,0,912,8,9,0,,,,
973,1,0,0,921,1,0,0,,,,,1946,188,20,22
,,,,1261,276,230,23,,,,,1256,1,0,0
1022,3,5,0,1287,678,649,36,1439,1210,1041,47,1728,94,73,0
,,,,923,1,6,0,1231,13,25,0,1039,66,104,0
,,,,1163,1001,875,43,1181,3,0,0,,,,
2074,809,815,104,2059,211,185,22,1830,7,2,1,Unrated,3,19,0
,,,,841,185,191,14,,,,,,,,
,,,,842,2,2,0,,,,,,,,
1163,0,1,0,1357,245,250,15,,,,,1101,150,503,11
631,0,1,0,615,21,37,5,1146,3,0,0,585,0,9,0
866,234,237,6,1057,329,322,38,1342,2,0,0,1235,1,0,0
776,1,5,0,1458,137,96,8,1436,38,30,9,1374,24,14,1
1026,0,1,0,1467,5116,5012,546,1970,656,541,88,1458,62,18,0
827,21,44,0,1046,4064,5432,154,1013,1,5,0,1400,209,274,6
1031,0,1,0,1755,37,16,2,1962,3,0,0,,,,
975,23,21,0,1314,67,53,7,1376,25,17,2,1411,16,5,0
961,3,10,0,703,18,42,1,843,0,2,0,878,11,39,0
,,,,535,34,31,3,733,2,4,0,,,,
,,,,893,134,119,9,1195,4,3,0,,,,
527,4,11,0,909,106,108,8,,,,,,,,
1286,73,93,3,1504,754,685,77,1396,40,32,4,1317,28,51,1
,,,,1454,263,244,21,1397,34,20,2,1726,189,88,14
,,,,1149,0,2,0,,,,,,,,
1246,0,2,0,1296,7,10,1,1428,2,2,0,1526,152,225,9
852,307,306,8,784,678,794,98,1219,8,17,0,1066,14,15,2
1428,365,321,17,1488,538,529,36,1254,51,42,5,1154,20,39,0
732,216,356,3,990,710,1185,23,1228,6,5,0,1223,89,155,1
,,,,729,0,1,0,,,,,,,,
677,0,1,0,756,135,121,10,515,0,2,0,,,,
930,61,53,1,1171,951,1179,109,1088,2,0,0,,,,
906,23,18,5,1085,179,170,24,909,3,2,1,,,,
1814,2,0,0,1942,22,26,1,1806,16,17,3,,,,
,,,,643,298,289,33,655,1,3,1,1134,2,0,0
1436,27,28,1,1689,2602,2454,218,,,,,,,,
857,0,1,1,1017,747,912,44,1228,48,64,4,1180,94,85,9
885,78,106,1,958,36,69,5,1091,793,657,97,892,64,81,1
395,25,52,0,538,46,70,8,668,2,15,1,775,4,24,0
1057,6,2,3,1474,69,35,9,1518,10,3,0,,,,
857,30,25,0,1196,1,0,0,,,,,,,,
1640,31,16,2,1910,5734,5102,681,1787,20,6,1,1822,964,546,204
,,,,699,0,5,0,1521,79,101,4,1733,116,87,10
809,1,3,0,1851,4441,5775,307,,,,,,,,
1483,1440,1214,108,1667,76,51,5,,,,,,,,
,,,,865,109,120,11,804,2,3,0,,,,
853,2,8,0,516,0,7,0,,,,,Unrated,0,3,0
370,10,23,0,708,138,128,20,640,4,11,0,910,3,16,0
1049,1072,1084,61,1312,300,290,29,,,,,1327,18,3,2
1427,0,4,0,707,519,807,22,,,,,,,,
